geneID,transcript_id,class,condition,qc_fail,fA,fU,fG,fC,au_content,gc_content,mrna_length,di_AA,di_AU,di_AG,di_AC,di_UA,di_UU,di_UG,di_UC,di_GA,di_GU,di_GG,di_GC,di_CA,di_CU,di_CG,di_CC,rrach_count,rrach_per_kb,aaach_count,aaach_per_kb,utr5_length,utr3_length,cds_length,utr3_au_content,utr3_estimated,cds_protein_mismatch,long_3utr,ptc_proxy,mfe,mfe_per_nt,ensemble_fe,frac_paired,n_stemloops,rnafold_status,n_stemloops_per_kb,utr5_fraction,utr3_fraction,cds_fraction
AT1G02816,AT1G02816.1,0,depleted,False,0.2833957553058677,0.3414481897627965,0.2003745318352059,0.1747815230961298,0.6248439450686641,0.3751560549313358,1602,0.0968144909431605,0.089943785134291,0.0512179887570268,0.0449718925671455,0.0593379138038725,0.1317926296064959,0.075577763897564,0.0749531542785758,0.0818238600874453,0.0562148657089319,0.0356027482823235,0.0268582136164896,0.0455965021861336,0.0637101811367895,0.038101186758276,0.0274828232354778,21,13.108614232209735,8,4.993757802746567,184,917,498,0.6663,False,3,0,0,-393.6,-0.2456928838951311,,0.6367,24.0,computed,14.9812734082397,0.11485642946317104,0.5724094881398252,0.31086142322097376
AT1G02930,AT1G02930.1,1,NS,False,0.3043844856661045,0.3128161888701518,0.1745362563237774,0.2082630691399662,0.6172006745362564,0.3827993254637437,1186,0.1139240506329113,0.070886075949367,0.0624472573839662,0.0573839662447257,0.0523206751054852,0.1156118143459915,0.0632911392405063,0.0818565400843881,0.0649789029535864,0.050632911392405,0.0261603375527426,0.0329113924050632,0.0734177215189873,0.0751054852320675,0.0227848101265822,0.0362869198312236,16,13.49072512647555,7,5.902192242833053,284,275,624,0.6764,False,3,0,0,-278.4,-0.2347386172006745,,0.5953,27.0,computed,22.765598650927487,0.23946037099494097,0.2318718381112985,0.5261382799325464
AT1G03130,AT1G03130.1,1,HS,False,0.3232217573221757,0.25,0.1935146443514644,0.2332635983263598,0.5732217573221757,0.4267782426778242,956,0.1172774869109947,0.0670157068062827,0.0785340314136125,0.0607329842931937,0.0481675392670157,0.0806282722513089,0.043979057591623,0.0764397905759162,0.0785340314136125,0.0460732984293193,0.037696335078534,0.031413612565445,0.0795811518324607,0.056544502617801,0.0324607329842931,0.0649214659685863,20,20.92050209205021,11,11.506276150627617,120,221,612,0.6878,False,3,0,0,-213.7,-0.2235355648535564,,0.5377,16.0,computed,16.736401673640167,0.12552301255230125,0.23117154811715482,0.6401673640167364
AT1G03330,AT1G03330.1,1,NS,False,0.3032258064516129,0.3251612903225806,0.1858064516129032,0.1858064516129032,0.6283870967741936,0.3716129032258065,775,0.1007751937984496,0.0775193798449612,0.0710594315245478,0.0542635658914728,0.0697674418604651,0.1304909560723514,0.0607235142118863,0.0645994832041343,0.0697674418604651,0.0478036175710594,0.0374677002583979,0.0310077519379844,0.0633074935400516,0.0697674418604651,0.0167958656330749,0.0348837209302325,10,12.903225806451612,5,6.451612903225806,266,227,279,0.6696,False,3,0,0,-173.4,-0.2237419354838709,,0.6039,9.0,computed,11.612903225806452,0.3432258064516129,0.2929032258064516,0.36
AT1G03400,AT1G03400.2,1,NS,False,0.2788873038516405,0.2774607703281027,0.2161198288159772,0.2275320970042796,0.5563480741797432,0.4436519258202567,1402,0.0870806566738044,0.0749464668094218,0.0649536045681656,0.0513918629550321,0.0492505353319057,0.0892219842969307,0.0628122769450392,0.0763740185581727,0.0685224839400428,0.0435403283369022,0.0556745182012847,0.0485367594575303,0.0742326909350463,0.0699500356887937,0.0328336902212705,0.0506780870806566,19,13.55206847360913,6,4.279600570613409,79,183,1137,0.6393,False,3,0,0,-382.5,-0.2728245363766048,,0.5777,30.0,computed,21.398002853067048,0.056348074179743225,0.13052781740370897,0.8109843081312411
AT1G03760,AT1G03760.1,1,NS,False,0.3205499276410998,0.2503617945007236,0.2351664254703328,0.1939218523878437,0.5709117221418234,0.4290882778581765,1382,0.1078928312816799,0.0644460535843591,0.0912382331643736,0.057204923968139,0.0448950036205648,0.0782041998551774,0.0622737146994931,0.0651701665459811,0.0992034757422157,0.055756698044895,0.0441708906589427,0.0354815351194786,0.0687907313540912,0.0521361332367849,0.0369297610427226,0.0362056480811006,22,15.918958031837915,7,5.065123010130247,57,149,1173,0.6779,False,3,0,0,-366.8,-0.2654124457308249,,0.6194,27.0,computed,19.536903039073806,0.04124457308248915,0.10781476121562952,0.8487698986975398
AT1G04010,AT1G04010.1,0,depleted,False,0.2795054327463469,0.304608467590858,0.2143124765829898,0.2015736230798051,0.5841139003372049,0.415886099662795,2669,0.0888305847076461,0.0753373313343328,0.0599700149925037,0.0554722638680659,0.0603448275862069,0.1038230884557721,0.0745877061469265,0.0659670164917541,0.0655922038980509,0.0562218890554722,0.0517241379310344,0.04047976011994,0.0648425787106446,0.0693403298350824,0.0277361319340329,0.0397301349325337,38,14.237542150618207,13,4.870738104158861,136,631,1899,0.683,False,3,0,0,-736.7,-0.2760209816410641,,0.6512,45.0,computed,16.860247283626826,0.050955414012738856,0.23641813413263393,0.7115024353690521
AT1G04070,AT1G04070.1,0,depleted,False,0.2492753623188406,0.3318840579710145,0.2231884057971014,0.1956521739130435,0.5811594202898551,0.4188405797101449,690,0.0740203193033381,0.0885341074020319,0.0609579100145137,0.0261248185776487,0.0566037735849056,0.1262699564586357,0.0609579100145137,0.0885341074020319,0.0769230769230769,0.0507982583454281,0.0449927431059506,0.0507982583454281,0.0406386066763425,0.0667634252539912,0.0566037735849056,0.0304789550072568,5,7.246376811594203,3,4.347826086956522,78,327,282,0.6667,False,3,0,0,-177.9,-0.2578260869565217,,0.6174,18.0,computed,26.086956521739133,0.11304347826086956,0.47391304347826085,0.40869565217391307
AT1G04340,AT1G04340.1,0,depleted,False,0.2739463601532567,0.3409961685823754,0.1886973180076628,0.1963601532567049,0.6149425287356322,0.3850574712643678,1044,0.0930009587727708,0.0738255033557047,0.0642377756471716,0.0431447746883988,0.062320230105465,0.1428571428571428,0.0575263662511984,0.0776605944391179,0.062320230105465,0.0450623202301054,0.0450623202301054,0.0364333652924257,0.0565675934803451,0.0795781399808245,0.022051773729626,0.0383509108341323,12,11.494252873563218,3,2.8735632183908044,124,440,477,0.7,False,3,0,0,-262.2,-0.2511494252873563,,0.6226,19.0,computed,18.199233716475096,0.11877394636015326,0.421455938697318,0.45689655172413796
AT1G04350,AT1G04350.1,1,HS,False,0.3151016456921587,0.2875121006776379,0.1873184898354307,0.2100677637947725,0.6026137463697967,0.3973862536302033,2066,0.1210653753026634,0.0769975786924939,0.0629539951573849,0.0542372881355932,0.0513317191283292,0.0939467312348668,0.060048426150121,0.0823244552058111,0.0682808716707021,0.0493946731234866,0.0353510895883777,0.0338983050847457,0.07409200968523,0.0673123486682808,0.0290556900726392,0.0397094430992736,40,19.36108422071636,27,13.068731848983544,386,597,1080,0.6298,False,3,0,0,-506.0,-0.2449177153920619,,0.6108,36.0,computed,17.424975798644727,0.1868344627299129,0.28896418199419166,0.5227492739593417
AT1G04530,AT1G04530.1,1,HS,False,0.3083989501312336,0.2900262467191601,0.2414698162729658,0.1601049868766404,0.5984251968503937,0.4015748031496063,1524,0.1011162179908076,0.0860144451739986,0.0840446487196323,0.0374261326329612,0.0610636900853578,0.093237032173342,0.0814182534471437,0.0538411030860144,0.1011162179908076,0.0538411030860144,0.0479317137229153,0.0387393302692055,0.0453053184504267,0.057124097176625,0.0275771503611293,0.0302035456336178,18,11.811023622047244,6,3.937007874015748,311,280,930,0.6821,False,3,0,0,-407.2,-0.2671916010498688,,0.6391,26.0,computed,17.060367454068242,0.20406824146981628,0.1837270341207349,0.610236220472441
AT1G04870,AT1G04870.2,1,HS,False,0.2859778597785978,0.2939729397293973,0.2355473554735547,0.1845018450184501,0.5799507995079951,0.4200492004920049,1626,0.0923076923076923,0.0787692307692307,0.0689230769230769,0.0461538461538461,0.0523076923076923,0.104,0.0824615384615384,0.0553846153846153,0.0824615384615384,0.056,0.0553846153846153,0.0412307692307692,0.059076923076923,0.0553846153846153,0.0289230769230769,0.0412307692307692,20,12.300123001230013,5,3.075030750307503,223,251,1149,0.7211,False,3,0,0,-463.2,-0.284870848708487,,0.6556,26.0,computed,15.990159901599018,0.13714637146371464,0.15436654366543665,0.7066420664206642
AT1G05210,AT1G05210.1,0,depleted,False,0.2597402597402597,0.3181818181818182,0.2155844155844155,0.2064935064935065,0.577922077922078,0.422077922077922,770,0.0871261378413524,0.0767230169050715,0.0559167750325097,0.0390117035110533,0.0455136540962288,0.1144343302990897,0.0793237971391417,0.0793237971391417,0.071521456436931,0.0442132639791937,0.0494148244473342,0.0507152145643693,0.0559167750325097,0.083224967490247,0.0312093628088426,0.036410923276983,7,9.09090909090909,4,5.194805194805195,65,198,504,0.702,False,3,0,0,-205.1,-0.2663636363636363,,0.6104,13.0,computed,16.883116883116884,0.08441558441558442,0.2571428571428571,0.6545454545454545
AT1G05350,AT1G05350.1,1,NS,False,0.2822791427077888,0.2937794040773654,0.2347098797699947,0.189231573444851,0.5760585467851542,0.4239414532148458,1913,0.0957112970711297,0.0711297071129707,0.0653765690376569,0.0496861924686192,0.0481171548117154,0.0957112970711297,0.0899581589958159,0.0601464435146443,0.0763598326359832,0.0632845188284518,0.051255230125523,0.0439330543933054,0.0622384937238493,0.0638075313807531,0.0277196652719665,0.0355648535564853,26,13.591217982226867,12,6.272869837950863,404,213,1293,0.6854,False,3,0,0,-519.3,-0.2714584422373235,,0.6325,35.0,computed,18.295870360690014,0.21118661787767903,0.1113434396236278,0.6759017250392054
AT1G05410,AT1G05410.1,0,depleted,False,0.2895335608646189,0.282707622298066,0.2423208191126279,0.1854379977246871,0.5722411831626849,0.4277588168373151,1758,0.0870802504268639,0.0813887307911212,0.0796812749003984,0.041548093340922,0.0586226522481502,0.0808195788275469,0.0825270347182697,0.0608992601024473,0.0865110984632896,0.0557768924302788,0.0512236767216846,0.0489470688673875,0.0574843483210017,0.0648833238474672,0.0284575981787137,0.0341491178144564,17,9.670079635949945,5,2.844141069397042,209,133,1413,0.7068,False,3,0,0,-516.0,-0.2935153583617747,,0.6314,31.0,computed,17.633674630261662,0.11888509670079636,0.07565415244596133,0.8037542662116041
AT1G05680,AT1G05680.1,0,depleted,False,0.3008547008547008,0.2752136752136752,0.2233618233618233,0.2005698005698005,0.576068376068376,0.4239316239316239,1755,0.105473204104903,0.0701254275940707,0.0701254275940707,0.0553021664766248,0.04903078677309,0.0815279361459521,0.0735461801596351,0.0706955530216647,0.0769669327251995,0.0655644241733181,0.04903078677309,0.0319270239452679,0.0695553021664766,0.0581527936145952,0.0307867730900798,0.0421892816419612,27,15.384615384615383,11,6.267806267806268,199,194,1359,0.7216,False,3,0,0,-458.3,-0.2611396011396011,,0.6165,28.0,computed,15.954415954415955,0.11339031339031339,0.11054131054131054,0.7743589743589744
AT1G05790,AT1G05790.3,0,depleted,False,0.2746748278500383,0.2945677123182861,0.2325937260902831,0.1981637337413925,0.5692425401683244,0.4307574598316755,2614,0.0815154994259471,0.0830463069269039,0.0608495981630309,0.0493685419058553,0.0512820512820512,0.0968235744355147,0.0834290088021431,0.0631458094144661,0.0750095675468809,0.0558744737849215,0.052812858783008,0.0489858400306161,0.066972828166858,0.058936088786835,0.0355912743972445,0.0363566781477229,43,16.449885233358838,14,5.355776587605203,237,208,2166,0.6875,False,3,0,0,-749.5,-0.2867253251721499,,0.6427,47.0,computed,17.98010711553175,0.09066564651874522,0.07957153787299158,0.8286151491966335
AT1G05805,AT1G05805.1,1,HS,False,0.3030640668523677,0.2735376044568245,0.1949860724233983,0.2284122562674094,0.5766016713091922,0.4233983286908078,1795,0.0958751393534002,0.0847268673355629,0.0657748049052396,0.0568561872909698,0.060200668896321,0.0852842809364548,0.0445930880713489,0.0836120401337792,0.0702341137123745,0.0384615384615384,0.0423634336677814,0.0434782608695652,0.0769230769230769,0.0646599777034559,0.0423634336677814,0.0445930880713489,28,15.598885793871869,13,7.242339832869081,399,307,1086,0.7068,False,3,0,0,-451.3,-0.2514206128133704,,0.5805,23.0,computed,12.813370473537605,0.2222841225626741,0.17103064066852366,0.6050139275766017
AT1G06030,AT1G06030.1,0,depleted,False,0.2508223684210526,0.3018092105263157,0.2261513157894736,0.2212171052631578,0.5526315789473685,0.4473684210526316,1216,0.0790123456790123,0.0699588477366255,0.0567901234567901,0.0452674897119341,0.0353909465020576,0.0954732510288065,0.0748971193415637,0.0962962962962963,0.0880658436213991,0.0493827160493827,0.0452674897119341,0.0436213991769547,0.048559670781893,0.0872427983539094,0.0493827160493827,0.0353909465020576,15,12.335526315789474,8,6.578947368421053,77,149,987,0.698,False,3,0,0,-341.4,-0.2807565789473684,,0.602,21.0,computed,17.269736842105264,0.06332236842105263,0.1225328947368421,0.8116776315789473
AT1G06160,AT1G06160.1,0,depleted,False,0.3047882136279926,0.2955801104972376,0.212707182320442,0.1869244935543278,0.6003683241252302,0.3996316758747698,1086,0.1142857142857142,0.0783410138248847,0.0737327188940092,0.0387096774193548,0.0571428571428571,0.1004608294930875,0.0617511520737327,0.0764976958525345,0.0894009216589861,0.0479262672811059,0.0423963133640553,0.032258064516129,0.0433179723502304,0.0691244239631336,0.0350230414746543,0.0396313364055299,12,11.049723756906076,8,7.366482504604051,139,212,732,0.684,False,3,0,0,-291.1,-0.2680478821362799,,0.6151,18.0,computed,16.574585635359114,0.1279926335174954,0.19521178637200737,0.6740331491712708
AT1G06210,AT1G06210.1,1,NS,False,0.317550505050505,0.2676767676767677,0.2348484848484848,0.1799242424242424,0.5852272727272727,0.4147727272727273,1584,0.1099178774478837,0.0682248894504106,0.0890713834491472,0.0505369551484523,0.0442198357548957,0.0922299431459254,0.0758054327226784,0.0555906506632975,0.1036007580543272,0.0435881238155401,0.045483259633607,0.0416929879974731,0.0600126342387871,0.0631711939355653,0.0246367656348704,0.0322173089071383,27,17.045454545454543,8,5.05050505050505,181,251,1149,0.6335,False,3,0,0,-421.2,-0.2659090909090909,,0.6098,28.0,computed,17.676767676767675,0.11426767676767677,0.15845959595959597,0.7253787878787878
AT1G06420,AT1G06420.1,0,depleted,False,0.3330434782608695,0.2765217391304347,0.2626086956521739,0.1278260869565217,0.6095652173913043,0.3904347826086956,1150,0.124456048738033,0.0678851174934725,0.1053089643167972,0.0348128807658833,0.0539599651871192,0.0939947780678851,0.0783289817232376,0.0504786771105308,0.1070496083550913,0.0704960835509138,0.0600522193211488,0.0252393385552654,0.0478677110530896,0.0443864229765013,0.0182767624020887,0.0174064403829416,17,14.782608695652176,6,5.217391304347826,109,375,663,0.6507,False,3,0,0,-262.5,-0.2282608695652173,,0.6017,19.0,computed,16.521739130434785,0.09478260869565218,0.32608695652173914,0.5765217391304348
AT1G06760,AT1G06760.1,1,HS,False,0.2985332182916307,0.2407247627264883,0.2467644521138912,0.2139775668679896,0.5392579810181191,0.4607420189818809,1159,0.1122625215889464,0.0500863557858376,0.0932642487046632,0.0431778929188255,0.0483592400690846,0.0742659758203799,0.0569948186528497,0.0604490500863557,0.0880829015544041,0.045768566493955,0.045768566493955,0.0673575129533678,0.0500863557858376,0.0708117443868739,0.0509499136442141,0.042314335060449,15,12.942191544434856,6,5.176876617773943,151,183,822,0.6612,False,3,0,0,-311.9,-0.2691113028472821,,0.5833,16.0,computed,13.805004314063847,0.13028472821397757,0.15789473684210525,0.7092320966350302
AT1G07040,AT1G07040.1,0,depleted,False,0.2835400225479143,0.3010146561443066,0.1944757609921082,0.2209695603156708,0.584554678692221,0.415445321307779,1774,0.0975747320924985,0.0783981951494641,0.0558375634517766,0.0513254371122391,0.0558375634517766,0.0913705583756345,0.0631697687535251,0.0908065425831923,0.0665538635081782,0.047941342357586,0.0394811054709531,0.0406091370558375,0.0637337845459672,0.0834743372814438,0.0355329949238578,0.0383530738860688,20,11.273957158962796,11,6.200676437429538,352,306,1113,0.6601,False,3,0,0,-446.5,-0.2516910935738444,,0.602,33.0,computed,18.602029312288614,0.1984216459977452,0.17249154453213078,0.6273957158962796
AT1G07190,AT1G07190.1,0,depleted,False,0.3090909090909091,0.2424242424242424,0.2727272727272727,0.1757575757575757,0.5515151515151515,0.4484848484848485,165,0.0792682926829268,0.0853658536585365,0.0914634146341463,0.0548780487804878,0.048780487804878,0.0548780487804878,0.0853658536585365,0.0548780487804878,0.1402439024390244,0.0304878048780487,0.0670731707317073,0.0304878048780487,0.0365853658536585,0.073170731707317,0.0304878048780487,0.0365853658536585,2,12.12121212121212,0,0.0,0,50,162,0.6,True,3,0,0,-39.7,-0.2406060606060606,,0.6182,3.0,computed,18.18181818181818,0.0,0.30303030303030304,0.9818181818181818
AT1G07250,AT1G07250.1,1,HS,False,0.2616216216216216,0.2767567567567567,0.2394594594594594,0.2221621621621621,0.5383783783783784,0.4616216216216216,1850,0.0789616008653326,0.0735532720389399,0.0632774472687939,0.0454299621416982,0.0443482963764196,0.0897782585181179,0.0616549486208761,0.0811249323958896,0.0795024337479718,0.0530016224986479,0.057328285559762,0.0497566252028123,0.0584099513250405,0.0605732828555976,0.057328285559762,0.0459707950243374,14,7.567567567567567,6,3.243243243243243,204,206,1437,0.6942,False,3,0,0,-550.5,-0.2975675675675676,,0.6335,31.0,computed,16.756756756756754,0.11027027027027027,0.11135135135135135,0.7767567567567567
AT1G07590,AT1G07590.1,0,depleted,False,0.3144993768176153,0.2808475280432073,0.2380556709597008,0.1665974241794765,0.5953469048608226,0.4046530951391774,2407,0.1147132169576059,0.0748129675810473,0.0789692435577722,0.0457190357439734,0.0660847880299251,0.0814630091438071,0.0806317539484621,0.0527847049044056,0.0852036575228595,0.0644222776392352,0.0473815461346633,0.041147132169576,0.0486284289276807,0.0602660016625103,0.0307564422277639,0.0270157938487115,28,11.632737847943496,14,5.816368923971749,630,172,1602,0.6919,False,3,0,0,-640.8,-0.2662235147486497,,0.629,37.0,computed,15.37183215621105,0.2617366015787287,0.07145824678022435,0.6655587868716244
AT1G07610,AT1G07610.1,0,depleted,False,0.3448873483535528,0.315424610051993,0.2027729636048527,0.1369150779896014,0.6603119584055459,0.3396880415944541,577,0.1458333333333333,0.1006944444444444,0.0590277777777777,0.0381944444444444,0.0954861111111111,0.0815972222222222,0.0954861111111111,0.0434027777777777,0.0590277777777777,0.0729166666666666,0.0347222222222222,0.0364583333333333,0.0434027777777777,0.0607638888888888,0.0138888888888888,0.0190972222222222,7,12.131715771230503,5,8.665511265164646,156,283,135,0.689,False,3,0,0,-130.41,-0.2260138648180242,,0.5789,8.0,computed,13.864818024263432,0.2703639514731369,0.4904679376083189,0.2339688041594454
AT1G07620,AT1G07620.2,0,depleted,False,0.334106728538283,0.2761020881670533,0.2074245939675174,0.1823665893271461,0.6102088167053364,0.3897911832946635,2155,0.1225626740947075,0.0714948932219127,0.085422469823584,0.0543175487465181,0.0501392757660167,0.0974930362116991,0.0631383472609099,0.0654596100278551,0.0974930362116991,0.0492107706592386,0.0357474466109563,0.0250696378830083,0.064066852367688,0.0580315691736304,0.0227483751160631,0.0376044568245125,43,19.953596287703014,18,8.352668213457077,252,166,1734,0.7831,False,3,0,0,-524.1,-0.2432018561484918,,0.6079,32.0,computed,14.849187935034804,0.11693735498839908,0.07703016241299304,0.8046403712296983
AT1G07660,AT1G07660.1,1,NS,False,0.296398891966759,0.2922437673130194,0.2396121883656509,0.1717451523545706,0.5886426592797784,0.4113573407202216,722,0.0957004160887656,0.0651872399445215,0.0901525658807212,0.044382801664355,0.058252427184466,0.1081830790568654,0.0568654646324549,0.0693481276005547,0.0818307905686546,0.0693481276005547,0.0596393897364771,0.029126213592233,0.0610263522884882,0.0499306518723994,0.0319001386962552,0.029126213592233,3,4.1551246537396125,1,1.3850415512465375,198,212,309,0.6651,False,3,0,0,-192.7,-0.2668975069252077,,0.651,10.0,computed,13.850415512465375,0.2742382271468144,0.29362880886426596,0.4279778393351801
AT1G07720,AT1G07720.2,0,depleted,False,0.2897998093422307,0.3055290753098189,0.1963775023832221,0.2082936129647283,0.5953288846520496,0.4046711153479504,2098,0.0934668574153552,0.0748688602765856,0.0619933237958989,0.0596089651883643,0.0605627086313781,0.1082498807820696,0.0600858369098712,0.0762994754411063,0.066762041010968,0.0534096328087744,0.0400572246065808,0.0362422508345255,0.0691463996185026,0.0691463996185026,0.0343347639484978,0.0357653791130186,29,13.822688274547188,13,6.196377502383222,93,439,1563,0.7289,False,3,0,0,-524.5,-0.25,,0.5996,34.0,computed,16.205910390848427,0.04432793136320305,0.2092469018112488,0.7449952335557674
